model,pk,category,name,slug
category.sub_category,1201,54,Others,others
category.sub_category,1202,55,Others,others
category.sub_category,1203,56,Others,others
category.sub_category,1204,57,Others,others
category.sub_category,1205,59,Others,others
category.sub_category,1206,60,Others,others
category.sub_category,1207,61,Others,others
category.sub_category,1208,62,Others,others
category.sub_category,1209,65,Others,others
category.sub_category,1210,66,Others,others
category.sub_category,1211,68,Others,others
category.sub_category,1212,69,Others,others
category.sub_category,1213,76,Others,others
category.sub_category,1214,77,Others,others
category.sub_category,1215,78,Others,others
category.sub_category,1216,80,Others,others
category.sub_category,1217,81,Others,others
category.sub_category,1218,82,Others,others
category.sub_category,1219,83,Others,others
category.sub_category,1220,86,Others,others
category.sub_category,1221,90,Others,others
category.sub_category,1222,91,Others,others
category.sub_category,1223,92,Others,others
category.sub_category,1224,95,Others,others
category.sub_category,1225,96,Others,others
category.sub_category,1226,102,Others,others
category.sub_category,1227,103,Others,others
category.sub_category,1228,104,Others,others
category.sub_category,1229,107,Others,others
category.sub_category,1230,108,Others,others
category.sub_category,1231,110,Others,others
category.sub_category,1232,111,Others,others
category.sub_category,1233,112,Others,others
category.sub_category,1234,113,Others,others
category.sub_category,1235,114,Others,others
category.sub_category,1236,117,Others,others
category.sub_category,1237,119,Others,others
category.sub_category,1238,121,Others,others
category.sub_category,1239,122,Others,others
category.sub_category,1240,125,Others,others
category.sub_category,1241,126,Others,others
category.sub_category,1242,128,Others,others
category.sub_category,1243,129,Others,others
category.sub_category,1244,130,Others,others
category.sub_category,1245,131,Others,others
category.sub_category,1246,132,Others,others
category.sub_category,1247,134,Others,others
category.sub_category,1248,135,Others,others
category.sub_category,1249,136,Others,others
category.sub_category,1250,137,Others,others
category.sub_category,1251,139,Others,others
category.sub_category,1252,140,Others,others
category.sub_category,1253,142,Others,others
category.sub_category,1254,143,Others,others
category.sub_category,1255,145,Others,others
category.sub_category,1256,146,Others,others
category.sub_category,1257,158,Others,others
category.sub_category,1258,159,Others,others
category.sub_category,1259,166,Others,others
category.sub_category,1260,178,Others,others
category.sub_category,1261,179,Others,others
category.sub_category,1262,178,Others,others
category.sub_category,1263,187,Others,others
category.sub_category,1264,189,Others,others
category.sub_category,1265,191,Others,others
category.sub_category,1266,194,Others,others
category.sub_category,1267,198,Others,others
category.sub_category,1268,199,Others,others
category.sub_category,1269,200,Others,others
category.sub_category,1270,205,Others,others
category.sub_category,1271,215,Others,others
category.sub_category,1272,216,Others,others
category.sub_category,1273,227,Others,others
category.sub_category,1274,232,Others,others
category.sub_category,1275,233,Others,others
category.sub_category,1276,234,Others,others
category.sub_category,1277,235,Others,others
category.sub_category,1278,236,Others,others
category.sub_category,1279,243,Others,others
category.sub_category,1280,244,Others,others
category.sub_category,1281,245,Others,others
category.sub_category,1282,246,Others,others
category.sub_category,1283,249,Others,others
category.sub_category,1284,250,Others,others
category.sub_category,1285,254,Others,others
category.sub_category,1286,257,Others,others
category.sub_category,1287,258,Others,others
category.sub_category,1288,261,Others,others
category.sub_category,1289,262,Others,others
category.sub_category,1290,263,Others,others
category.sub_category,1291,267,Others,others
category.sub_category,1292,268,Others,others
category.sub_category,1293,270,Others,others
category.sub_category,1294,274,Others,others
category.sub_category,1295,279,Others,others
category.sub_category,1296,280,Others,others
category.sub_category,1297,287,Others,others
category.sub_category,1298,288,Others,others
category.sub_category,1299,289,Others,others
category.sub_category,1300,290,Others,others
